Total Population,id,Geographic Area Name,5 to 14 years,15 to 17 years,Under 18 years,18 to 24 years,15 to 44 years,16 years and over,18 years and over,21 years and over,60 years and over,62 years and over,65 years and over,75 years and over,Male - 5 to 14 years,Male - 15 to 17 years,Male - Under 18 years,Male - 18 to 24 years,Male - 15 to 44 years,Male - 16 years and over,Male - 18 years and over,Male - 21 years and over,Male - 60 years and over,Male - 62 years and over,Male - 65 years and over,Male - 75 years and over,Female - Male - 5 to 14 years,Female - Male - 15 to 17 years,Female - Male - Under 18 years,Female - Male - 18 to 24 years,Female - Male - 15 to 44 years,Female - Male - 16 years and over,Female - Male - 18 years and over,Female - Male - 21 years and over,Female - Male - 60 years and over,Female - Male - 62 years and over,Female - Male - 65 years and over,Female - Male - 75 years and over
79332,0500000US26037,"Clinton County, Michigan",10162,3259,17755,7139,29717,63482,61577,59010,19268,17266,13620,5319,5121,1764,9059,3514,15170,30957,30075,28822,9045,8271,6237,2346,5041,1495,8696,3625,14547,32525,31502,30188,10223,8995,7383,2973
143277,0500000US28059,"Jackson County, Mississippi",21692,5975,33631,12819,55464,113819,109646,103465,32610,27312,22736,9158,12413,2691,18117,7095,26678,55043,52920,49505,14657,12293,10483,4204,9279,3284,15514,5724,28786,58776,56726,53960,17953,15019,12253,4954
80695,0500000US36019,"Clinton County, New York",7796,2603,14181,11202,33468,67958,66514,61766,19879,16420,13523,5658,4056,1381,7350,6169,18789,35997,35008,32840,9816,7723,6233,2372,3740,1222,6831,5033,14679,31961,31506,28926,10063,8697,7290,3286
1628701,0500000US36061,"New York County, New York",122674,33535,232979,145884,776645,1418001,1395722,1343289,360291,321233,268834,122484,61631,16544,117205,65432,372713,664619,653157,629664,150194,133642,109763,47453,61043,16991,115774,80452,403932,753382,742565,713625,210097,187591,159071,75031
230163,0500000US36091,"Saratoga County, New York",25158,9170,46199,20687,84580,189996,183964,175213,55084,48607,40850,16184,12795,4395,23489,10435,42934,93062,89850,85457,25968,22473,18663,6838,12363,4775,22710,10252,41646,96934,94114,89756,29116,26134,22187,9346
166436,0500000US37001,"Alamance County, North Carolina",20861,6675,36955,18093,64108,133308,129481,119269,38922,34378,28381,12294,10506,3827,19018,8676,31398,62288,59937,54902,16426,14637,11894,4716,10355,2848,17937,9417,32710,71020,69544,64367,22496,19741,16487,7578
202675,0500000US37101,"Johnston County, North Carolina",29992,8886,51796,15589,77792,156696,150879,143652,38740,35095,27396,10134,15557,3846,26136,7551,37176,74915,71977,67959,16218,14666,11536,3505,14435,5040,25660,8038,40616,81781,78902,75693,22522,20429,15860,6629
146027,0500000US37135,"Orange County, North Carolina",17379,4872,28863,26947,64716,120504,117164,102825,29182,26364,20753,7176,8161,2055,12965,12419,29885,54979,53570,47388,12668,11361,9110,3103,9218,2817,15898,14528,34831,65525,63594,55437,16514,15003,11643,4073
235908,0500000US37179,"Union County, North Carolina",37422,12997,63641,21951,89057,181743,172267,161755,41891,37400,29790,11656,19302,6626,32120,11147,43914,88307,83728,78913,18941,16752,13089,4871,18120,6371,31521,10804,45143,93436,88539,82842,22950,20648,16701,6785
70770,0500000US38035,"Grand Forks County, North Dakota",8337,2025,14928,13911,34182,57507,55842,48868,12831,10942,8863,3793,4929,1061,8582,7824,18641,29828,28865,24585,6021,5214,3983,1550,3408,964,6346,6087,15541,27679,26977,24283,6810,5728,4880,2243
382378,0500000US39017,"Butler County, Ohio",51089,15926,90001,47316,152755,303215,292377,270405,80953,70748,56272,22957,26237,8179,46415,23566,75890,147486,141672,130465,37105,31788,24939,9300,24852,7747,43586,23750,76865,155729,150705,139940,43848,38960,31333,13657
191996,0500000US41017,"Deschutes County, Oregon",22445,7093,39129,11967,68750,156933,152867,148482,53680,49058,38748,14492,11939,3490,20104,6013,34144,77548,75488,73082,25573,23188,18786,6980,10506,3603,19025,5954,34606,79385,77379,75400,28107,25870,19962,7512
79388,0500000US42033,"Clearfield County, Pennsylvania",8369,2525,14681,5634,27288,66451,64707,62498,21719,19297,16267,7313,4493,1334,7778,3111,15103,34778,33867,32790,10130,8767,7326,2929,3876,1191,6903,2523,12185,31673,30840,29708,11589,10530,8941,4384
95380,0500000US45057,"Lancaster County, South Carolina",12851,2839,21139,6421,33806,76425,74241,70054,25563,22899,19635,7691,5982,1682,10366,3418,17241,36907,35471,32982,11121,10016,8708,3397,6869,1157,10773,3003,16565,39518,38770,37072,14442,12883,10927,4294
131349,0500000US47009,"Blount County, Tennessee",15068,5426,27124,10852,46151,108262,104225,99929,36722,32575,27168,11183,8085,2831,14538,5055,22351,51258,49048,46879,16827,14914,12090,4868,6983,2595,12586,5797,23800,57004,55177,53050,19895,17661,15078,6315
859064,0500000US48121,"Denton County, Texas",120516,37710,211996,79394,376463,673154,647068,609220,128830,110770,87138,31001,61630,19268,108391,39309,186164,328209,314606,296129,60476,50345,38939,13090,58886,18442,103605,40085,190299,344945,332462,313091,68354,60425,48199,17911
119648,0500000US48375,"Potter County, Texas",18864,4713,32795,11518,48192,90107,86853,82072,19834,16910,13638,5813,9764,2170,16553,6317,25745,45892,44687,41574,9105,8145,6337,2385,9100,2543,16242,5201,22447,44215,42166,40498,10729,8765,7301,3428
1248743,0500000US48453,"Travis County, Texas",149455,42685,270535,114491,607462,1008923,978208,931120,183401,157121,123434,43491,76067,21513,137636,57526,313568,508254,493141,468933,86805,72822,55958,17974,73388,21172,132899,56965,293894,500669,485067,462187,96596,84299,67476,25517
351713,0500000US49011,"Davis County, Utah",64926,18304,112973,32091,152534,250723,238740,224979,52096,46080,35673,13872,33539,9240,58498,17071,76944,124968,118913,111470,24193,21396,16662,6243,31387,9064,54475,15020,75590,125755,119827,113509,27903,24684,19011,7629
237521,0500000US51013,"Arlington County, Virginia",23062,5715,43013,20874,123003,198604,194508,189987,37048,32175,24837,9962,12284,3346,22846,10419,62826,99651,96952,94652,17253,14455,11124,3904,10778,2369,20167,10455,60177,98953,97556,95335,19795,17720,13713,6058
225763,0500000US01101,"Montgomery County, Alabama",28699,8790,52623,21804,91637,179561,173140,163785,47817,41558,34276,13822,14782,4484,26975,10763,44574,82926,79638,74782,20553,17795,14329,5298,13917,4306,25648,11041,47063,96635,93502,89003,27264,23763,19947,8524
3343364,0500000US06073,"San Diego County, California",398169,116469,722408,343177,1458198,2695957,2620956,2480132,661304,582355,469821,197520,203650,59346,369604,189314,764751,1351458,1313204,1236658,301542,264963,209120,82022,194519,57123,352804,153863,693447,1344499,1307752,1243474,359762,317392,260701,115498
752660,0500000US06077,"San Joaquin County, California",116636,34733,204316,72720,310768,571146,548344,514960,138313,121700,95844,39120,59703,17899,104690,37467,158157,282590,269957,251462,63181,55626,42392,16010,56933,16834,99626,35253,152611,288556,278387,263498,75132,66074,53452,23110
178550,0500000US10001,"Kent County, Delaware",23136,6577,40645,17749,68812,141800,137905,129791,40615,36324,29812,12474,11604,3178,20589,8719,33618,66922,65216,61688,18019,15619,13200,5348,11532,3399,20056,9030,35194,74878,72689,68103,22596,20705,16612,7126
321128,0500000US12111,"St. Lucie County, Florida",36129,11028,63151,23910,107710,266241,257977,248610,97678,88688,77208,34521,18869,5490,31389,12045,54558,128491,124514,120399,45373,41811,35970,15515,17260,5538,31762,11865,53152,137750,133463,128211,52305,46877,41238,19006
116321,0500000US13185,"Lowndes County, Georgia",15423,4250,27878,20052,54068,91357,88443,80384,20411,17773,14530,5879,8013,1956,13770,9971,26126,42704,41765,38173,8378,7316,6010,2282,7410,2294,14108,10081,27942,48653,46678,42211,12033,10457,8520,3597
65691,0500000US17001,"Adams County, Illinois",8405,2153,14979,4637,22657,52121,50712,49145,17324,15562,13297,6389,4559,1073,7995,2324,11378,25446,24666,23778,8050,6807,5914,2668,3846,1080,6984,2313,11279,26675,26046,25367,9274,8755,7383,3721
104143,0500000US17037,"DeKalb County, Illinois",13106,3370,22273,19461,49429,83927,81870,72369,18950,16671,13305,5528,5935,1879,10875,10574,24955,41044,40028,34743,8764,7231,5649,2128,7171,1491,11398,8887,24474,42883,41842,37626,10186,9440,7656,3400
67056,0500000US17199,"Williamson County, Illinois",8599,2137,14897,4213,23423,53869,52159,50111,18284,15962,12562,5328,4507,1040,7691,2095,12000,27220,26299,25286,8865,7663,5668,2247,4092,1097,7206,2118,11423,26649,25860,24825,9419,8299,6894,3081
167009,0500000US18063,"Hendricks County, Indiana",23901,7870,41779,12631,66319,130596,125230,119772,33911,29018,22917,9129,12684,4263,22004,6433,33685,64268,61435,58557,14357,12194,9830,3571,11217,3607,19775,6198,32634,66328,63795,61215,19554,16824,13087,5558
93533,0500000US19155,"Pottawattamie County, Iowa",12632,3533,21687,8511,34361,74371,71846,67567,23144,20698,16444,6907,6810,1665,11310,4337,17151,35539,34405,32209,10517,9437,7118,2751,5822,1868,10377,4174,17210,38832,37441,35358,12627,11261,9326,4156
255648,0500000US24021,"Frederick County, Maryland",33510,10680,59288,22064,98924,202982,196360,187007,53942,47602,36820,14804,17115,5794,30453,11502,50098,99768,96090,91089,24903,21756,16235,5850,16395,4886,28835,10562,48826,103214,100270,95918,29039,25846,20585,8954
909308,0500000US24033,"Prince George's County, Maryland",110983,31405,201928,88181,374114,727791,707380,666203,173650,153042,120625,44920,56280,15947,102486,44259,187532,345487,335139,314292,75410,65757,50345,17845,54703,15458,99442,43922,186582,382304,372241,351911,98240,87285,70280,27075
109826,0500000US26045,"Eaton County, Michigan",12991,3954,22484,9524,41264,90077,87342,83444,29221,25456,20280,8081,6801,2155,11727,5110,21225,43955,42663,40007,14022,12199,9261,3318,6190,1799,10757,4414,20039,46122,44679,43437,15199,13257,11019,4763
158823,0500000US26075,"Jackson County, Michigan",18421,6460,33802,13893,59114,129716,125021,118057,39566,34742,28547,11610,9510,3411,17272,7166,31740,66243,63777,60378,18572,16432,13125,4849,8911,3049,16530,6727,27374,63473,61244,57679,20994,18310,15422,6761
173588,0500000US26121,"Muskegon County, Michigan",22489,7094,40064,13796,65353,138591,133524,128054,41625,36635,29441,11852,11470,3906,20992,6829,33947,68686,66199,63400,19129,16511,13396,4868,11019,3188,19072,6967,31406,69905,67325,64654,22496,20124,16045,6984
290494,0500000US26139,"Ottawa County, Michigan",40083,11759,69532,39953,120094,228847,220962,201139,59528,54133,43416,18842,20553,5732,35230,19159,59437,112230,108362,99225,27404,25000,19684,8066,19530,6027,34302,20794,60657,116617,112600,101914,32124,29133,23732,10776
353813,0500000US27003,"Anoka County, Minnesota",47771,14741,84398,27552,135866,279099,269415,257743,72491,63119,49826,19133,24509,7255,42735,14214,69348,138970,134042,127858,33960,29828,23138,8293,23262,7486,41663,13338,66518,140129,135373,129885,38531,33291,26688,10840
566880,0500000US31055,"Douglas County, Nebraska",79673,22885,145336,51529,238374,436866,421544,399579,105424,92158,73861,29271,40452,11643,74068,25562,119728,213171,205463,194256,46957,40687,32325,11749,39221,11242,71268,25967,118646,223695,216081,205323,58467,51471,41536,17522
317272,0500000US31109,"Lancaster County, Nebraska",41290,11061,72321,46860,142907,252210,244951,225995,61598,54682,43830,17115,20703,5515,36708,23165,73747,126211,122713,114309,28832,25290,19497,7066,20587,5546,35613,23695,69160,125999,122238,111686,32766,29392,24333,10049
76493,0500000US33005,"Cheshire County, New Hampshire",7838,2721,13635,9241,28846,64295,62858,58046,21503,18991,15095,6101,3954,1173,6663,4430,14163,30891,30261,28173,10096,8882,6911,2488,3884,1548,6972,4811,14683,33404,32597,29873,11407,10109,8184,3613
150972,0500000US34011,"Cumberland County, New Jersey",20328,5724,35304,12765,60779,119757,115668,109804,31962,27984,23222,9541,10249,2912,17645,6071,33802,61759,59622,56873,14341,12425,10331,4025,10079,2812,17659,6694,26977,57998,56046,52931,17621,15559,12891,5516
150056,0500000US35049,"Santa Fe County, New Mexico",15780,4852,26881,10981,49518,126083,123175,118268,48548,44337,36568,13131,7781,2385,13591,5551,24821,60552,59188,56480,21839,20498,16794,5834,7999,2467,13290,5430,24697,65531,63987,61788,26709,23839,19774,7297
332330,0500000US37051,"Cumberland County, North Carolina",44222,12888,81795,43435,151982,259386,250535,233557,57046,49839,40158,16568,22340,6521,41267,25686,79802,127507,123057,113347,24600,21313,16780,6075,21882,6367,40528,17749,72180,131879,127478,120210,32446,28526,23378,10493
141314,0500000US42075,"Lebanon County, Pennsylvania",18507,5547,32141,11427,49841,113314,109173,103636,37774,33779,27709,12543,9431,2936,16232,5570,25138,55127,52933,50159,17373,15487,12524,5014,9076,2611,15909,5857,24703,58187,56240,53477,20401,18292,15185,7529
692587,0500000US47037,"Davidson County, Tennessee",77280,20731,143599,67681,324481,562526,548988,523179,120004,105702,84450,33258,38944,10668,72638,32579,159555,268450,261616,248847,53499,46701,35515,12432,38336,10063,70961,35102,164926,294076,287372,274332,66505,59001,48935,20826
2637772,0500000US48113,"Dallas County, Texas",381708,111045,689655,251982,1161408,2022625,1948117,1848261,420518,359336,283182,110003,194798,56136,351719,127638,582295,988578,950137,898906,190577,159863,122056,43356,186910,54909,337936,124344,579113,1034047,997980,949355,229941,199473,161126,66647
337890,0500000US48167,"Galveston County, Texas",46351,13966,81756,28470,132802,265834,256134,244006,67414,58779,48735,17525,23571,7612,42305,15165,66833,129880,124444,117777,31574,27065,22367,6722,22780,6354,39451,13305,65969,135954,131690,126229,35840,31714,26368,10803
468011,0500000US51153,"Prince William County, Virginia",71603,21145,127649,40431,195282,354733,340362,322329,68129,60040,46514,17329,37120,10508,65875,21076,98276,174729,167959,158573,31208,26961,20754,7519,34483,10637,61774,19355,97006,180004,172403,163756,36921,33079,25760,9810
67846,0500000US51199,"York County, Virginia",9470,2749,16156,5805,26341,52998,51690,48958,15497,13349,11536,4439,4369,715,6828,3310,12846,25525,25067,23682,6679,5651,5063,1898,5101,2034,9328,2495,13495,27473,26623,25276,8818,7698,6473,2541
481857,0500000US53011,"Clark County, Washington",65618,19784,114789,38339,187919,380248,367068,350207,104536,92707,74468,27967,33794,10217,59503,19996,94608,185728,179458,171590,48442,42684,33838,12100,31824,9567,55286,18343,93311,194520,187610,178617,56094,50023,40630,15867
115456,0500000US55117,"Sheboygan County, Wisconsin",15092,4626,25182,9232,42046,93193,90274,86312,28484,25181,20696,8730,8117,2538,13559,4963,22040,46921,45517,43175,13733,12069,9396,3578,6975,2088,11623,4269,20006,46272,44757,43137,14751,13112,11300,5152
98976,0500000US56021,"Laramie County, Wyoming",13055,3767,23122,7837,37898,78343,75854,71912,23335,20414,16163,6411,6304,1488,11161,4159,19522,39663,38462,36228,10851,9750,7652,2788,6751,2279,11961,3678,18376,38680,37392,35684,12484,10664,8511,3623
435594,0500000US06053,"Monterey County, California",65195,18134,114103,43582,180834,333147,321491,302080,83363,74816,59491,25098,33277,8848,57676,22444,94453,169569,163335,153452,38633,34234,27073,10658,31918,9286,56427,21138,86381,163578,158156,148628,44730,40582,32418,14440
342776,0500000US08035,"Douglas County, Colorado",50994,17791,88978,25361,132656,266177,253798,243957,59505,50477,39922,14038,26194,9225,46206,13348,67115,131893,125272,119735,27804,23212,18482,6313,24800,8566,42772,12013,65541,134284,128526,124222,31701,27265,21440,7725
950181,0500000US12031,"Duval County, Florida",117974,32356,214790,83945,394063,759134,735391,699379,189068,166771,133599,51714,59956,16363,109342,42875,195732,363564,350574,331976,83282,72549,57481,20045,58018,15993,105448,41070,198331,395570,384817,367403,105786,94222,76118,31669
66100,0500000US13255,"Spalding County, Georgia",8761,3248,15812,4824,24911,51901,50288,47664,15606,14325,12014,4864,5129,1827,8398,2374,11981,24440,23483,22280,6858,6177,5302,1965,3632,1421,7414,2450,12930,27461,26805,25384,8748,8148,6712,2899
375351,0500000US18003,"Allen County, Indiana",53863,16434,96408,33338,150125,290441,278943,264906,75650,66621,54528,22063,27569,8687,49962,16491,74979,140180,134054,126741,33277,28970,23966,8757,26294,7747,46446,16847,75146,150261,144889,138165,42373,37651,30562,13306
124672,0500000US22005,"Ascension Parish, Louisiana",19165,5344,33250,9425,51600,94484,91422,86873,21340,18429,14179,4643,9898,3071,17224,4532,25886,45846,44033,41412,10020,8399,6224,1916,9267,2273,16026,4893,25714,48638,47389,45461,11320,10030,7955,2727
370963,0500000US26161,"Washtenaw County, Michigan",38209,12755,68935,69392,178004,310952,302028,269322,72194,63599,51775,20125,19649,6682,35388,35106,90983,153440,148882,133259,33159,28488,23205,8335,18560,6073,33547,34286,87021,157512,153146,136063,39035,35111,28570,11790
105630,0500000US28089,"Madison County, Mississippi",14957,4421,26401,9893,41923,81907,79229,75018,20435,17907,13758,4927,7455,2057,13260,5053,19879,38446,36859,34753,8722,7733,5880,1775,7502,2364,13141,4840,22044,43461,42370,40265,11713,10174,7878,3152
88571,0500000US29021,"Buchanan County, Missouri",10844,3035,19704,7591,33546,71345,68867,66043,21405,19089,15014,5946,5806,1532,10299,4124,17997,36272,34807,33587,9642,8867,6256,2301,5038,1503,9405,3467,15549,35073,34060,32456,11763,10222,8758,3645
291923,0500000US29077,"Greene County, Missouri",33538,9504,60958,39251,123554,237232,230965,215778,65099,58117,48313,21346,16788,4860,30028,19174,61837,113773,110904,103059,28409,25643,20888,8595,16750,4644,30930,20077,61717,123459,120061,112719,36690,32474,27425,12751
291408,0500000US34015,"Gloucester County, New Jersey",36909,11772,63477,26460,110069,234993,227931,215409,67035,56546,46579,18956,18861,5648,31451,13574,54694,112499,109236,103581,29733,24969,20171,7546,18048,6124,32026,12886,55375,122494,118695,111828,37302,31577,26408,11410
601651,0500000US34029,"Ocean County, New Jersey",78475,22957,143989,43908,193469,472770,457662,439517,178047,160867,136278,64254,40310,11500,73477,22574,97860,224035,216708,206826,78040,69973,58147,26099,38165,11457,70512,21334,95609,248735,240954,232691,100007,90894,78131,38155
558067,0500000US34039,"Union County, New Jersey",73235,22160,130521,47082,217664,441782,427546,408352,113774,99459,80253,35077,37025,11268,66201,23723,109323,213114,206071,195818,49474,42560,34072,13345,36210,10892,64320,23359,108341,228668,221475,212534,64300,56899,46181,21732
76840,0500000US36009,"Cattaraugus County, New York",9460,3197,16725,6745,27017,62371,60115,57068,20540,18474,14641,6192,4781,1611,8573,3400,13685,30550,29494,28082,9599,8632,6851,2652,4679,1586,8152,3345,13332,31821,30621,28986,10941,9842,7790,3540
