"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C02_001E","S2801_C02_001M","S2801_C01_002E","S2801_C01_002M","S2801_C02_002E","S2801_C02_002M","S2801_C01_003E","S2801_C01_003M","S2801_C02_003E","S2801_C02_003M","S2801_C01_004E","S2801_C01_004M","S2801_C02_004E","S2801_C02_004M","S2801_C01_005E","S2801_C01_005M","S2801_C02_005E","S2801_C02_005M","S2801_C01_006E","S2801_C01_006M","S2801_C02_006E","S2801_C02_006M","S2801_C01_007E","S2801_C01_007M","S2801_C02_007E","S2801_C02_007M","S2801_C01_008E","S2801_C01_008M","S2801_C02_008E","S2801_C02_008M","S2801_C01_009E","S2801_C01_009M","S2801_C02_009E","S2801_C02_009M","S2801_C01_010E","S2801_C01_010M","S2801_C02_010E","S2801_C02_010M","S2801_C01_011E","S2801_C01_011M","S2801_C02_011E","S2801_C02_011M","S2801_C01_012E","S2801_C01_012M","S2801_C02_012E","S2801_C02_012M","S2801_C01_013E","S2801_C01_013M","S2801_C02_013E","S2801_C02_013M","S2801_C01_014E","S2801_C01_014M","S2801_C02_014E","S2801_C02_014M","S2801_C01_015E","S2801_C01_015M","S2801_C02_015E","S2801_C02_015M","S2801_C01_016E","S2801_C01_016M","S2801_C02_016E","S2801_C02_016M","S2801_C01_017E","S2801_C01_017M","S2801_C02_017E","S2801_C02_017M","S2801_C01_018E","S2801_C01_018M","S2801_C02_018E","S2801_C02_018M","S2801_C01_019E","S2801_C01_019M","S2801_C02_019E","S2801_C02_019M","S2801_C01_020E","S2801_C01_020M","S2801_C02_020E","S2801_C02_020M","S2801_C01_021E","S2801_C01_021M","S2801_C02_021E","S2801_C02_021M","S2801_C01_022E","S2801_C01_022M","S2801_C02_022E","S2801_C02_022M","S2801_C01_023E","S2801_C01_023M","S2801_C02_023E","S2801_C02_023M","S2801_C01_024E","S2801_C01_024M","S2801_C02_024E","S2801_C02_024M","S2801_C01_025E","S2801_C01_025M","S2801_C02_025E","S2801_C02_025M","S2801_C01_026E","S2801_C01_026M","S2801_C02_026E","S2801_C02_026M","S2801_C01_027E","S2801_C01_027M","S2801_C02_027E","S2801_C02_027M","S2801_C01_028E","S2801_C01_028M","S2801_C02_028E","S2801_C02_028M","S2801_C01_029E","S2801_C01_029M","S2801_C02_029E","S2801_C02_029M","S2801_C01_030E","S2801_C01_030M","S2801_C02_030E","S2801_C02_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_031E","S2801_C02_031M"
"0500000US26163","Wayne County, Michigan","687546","4917","(X)","(X)","615308","5857","89.5","0.6","470602","6571","68.4","0.8","29633","2036","4.3","0.3","563830","5699","82.0","0.6","95059","4669","13.8","0.7","379472","6520","55.2","0.9","7535","1176","1.1","0.2","16649","2285","2.4","0.3","320","207","0.0","0.1","72238","4176","10.5","0.6","544333","6489","79.2","0.8","1722","693","0.3","0.1","542611","6510","78.9","0.8","459985","6305","66.9","0.9","91798","4538","13.4","0.7","432378","6294","62.9","0.8","36253","2720","5.3","0.4","143213","5301","20.8","0.8","157279","5496","(X)","(X)","339","305","0.2","0.2","89962","4040","57.2","1.8","66978","3921","42.6","1.8","322661","6682","(X)","(X)","1001","449","0.3","0.1","257884","6556","79.9","1.2","63776","3939","19.8","1.2","207606","4997","(X)","(X)","382","316","0.2","0.2","194765","4766","93.8","0.9","12459","1915","6.0","0.9"
"0500000US29165","Platte County, Missouri","40086","969","(X)","(X)","38824","1062","96.9","1.4","32919","1657","82.1","3.7","1613","593","4.0","1.5","36545","1167","91.2","2.0","3320","1127","8.3","2.8","28483","1427","71.1","3.4","134","151","0.3","0.4","650","395","1.6","1.0","0","190","0.0","0.4","1262","550","3.1","1.4","37218","1204","92.8","2.1","109","132","0.3","0.3","37109","1191","92.6","2.0","34445","1413","85.9","2.8","4843","1058","12.1","2.6","30680","1360","76.5","3.1","2983","885","7.4","2.2","2868","834","7.2","2.1","3350","927","(X)","(X)","0","190","0.0","4.4","2707","814","80.8","9.7","643","373","19.2","9.7","16083","1402","(X)","(X)","109","132","0.7","0.8","14354","1442","89.2","3.8","1620","625","10.1","3.9","20653","1567","(X)","(X)","0","190","0.0","0.7","20048","1574","97.1","1.9","605","388","2.9","1.9"
"0500000US36053","Madison County, New York","26127","1315","(X)","(X)","23602","1353","90.3","2.2","20210","1234","77.4","3.6","1213","392","4.6","1.5","20718","1241","79.3","2.6","2253","810","8.6","3.0","17295","1327","66.2","4.4","265","220","1.0","0.8","673","407","2.6","1.5","55","87","0.2","0.3","2525","587","9.7","2.2","22651","1403","86.7","2.7","42","50","0.2","0.2","22609","1400","86.5","2.7","19236","1271","73.6","3.4","3121","878","11.9","3.2","18714","1385","71.6","4.0","1142","459","4.4","1.8","3476","709","13.3","2.7","3460","697","(X)","(X)","0","201","0.0","4.7","1907","557","55.1","11.2","1553","490","44.9","11.2","12603","1242","(X)","(X)","0","201","0.0","1.3","11154","1249","88.5","3.2","1449","400","11.5","3.2","10064","1129","(X)","(X)","42","50","0.4","0.5","9548","1116","94.9","2.5","474","261","4.7","2.6"
"0500000US37159","Rowan County, North Carolina","53806","1929","(X)","(X)","47046","2293","87.4","2.4","37229","2154","69.2","3.1","2737","912","5.1","1.7","42166","2532","78.4","3.2","5494","1448","10.2","2.6","32168","2342","59.8","3.9","927","493","1.7","0.9","628","350","1.2","0.7","0","210","0.0","0.3","6760","1271","12.6","2.4","44485","2240","82.7","2.4","103","138","0.2","0.3","44382","2221","82.5","2.4","38396","2423","71.4","3.4","5604","1520","10.4","2.8","37585","2256","69.9","3.2","3841","1287","7.1","2.4","9321","1301","17.3","2.4","9879","1636","(X)","(X)","67","113","0.7","1.1","5855","1311","59.3","7.4","3957","883","40.1","7.4","27494","2255","(X)","(X)","36","69","0.1","0.2","22952","2026","83.5","3.7","4506","1113","16.4","3.7","16433","1780","(X)","(X)","0","210","0.0","1.1","15575","1771","94.8","2.7","858","456","5.2","2.7"
"0500000US39029","Columbiana County, Ohio","41884","1180","(X)","(X)","36332","1513","86.7","2.5","28090","1660","67.1","3.3","2039","664","4.9","1.6","32576","1552","77.8","2.7","4969","1007","11.9","2.4","22429","1510","53.6","3.2","485","367","1.2","0.9","350","240","0.8","0.6","0","195","0.0","0.4","5552","1028","13.3","2.5","34243","1665","81.8","2.9","173","218","0.4","0.5","34070","1666","81.3","2.9","29551","1746","70.6","3.2","8657","1202","20.7","2.7","21229","1686","50.7","3.8","3792","934","9.1","2.2","7641","1204","18.2","2.9","7972","1098","(X)","(X)","58","96","0.7","1.2","4725","1059","59.3","9.2","3189","793","40.0","9.3","22144","1541","(X)","(X)","115","199","0.5","0.9","18216","1665","82.3","4.0","3813","854","17.2","3.8","11768","1284","(X)","(X)","0","195","0.0","1.3","11129","1140","94.6","2.8","639","358","5.4","2.8"
"0500000US41059","Umatilla County, Oregon","26048","1304","(X)","(X)","23525","1377","90.3","3.1","19663","1409","75.5","4.1","976","412","3.7","1.6","21412","1481","82.2","3.4","1723","770","6.6","2.9","16634","1455","63.9","4.7","315","284","1.2","1.1","543","285","2.1","1.1","0","207","0.0","0.7","2523","819","9.7","3.1","21305","1454","81.8","4.1","49","84","0.2","0.3","21256","1434","81.6","4.1","17755","1494","68.2","4.5","2194","772","8.4","2.9","17402","1461","66.8","4.7","2603","742","10.0","2.9","4743","1121","18.2","4.1","4665","1015","(X)","(X)","0","207","0.0","3.7","3013","720","64.6","11.9","1652","739","35.4","11.9","12225","1472","(X)","(X)","49","84","0.4","0.7","9784","1371","80.0","6.2","2392","834","19.6","6.3","9158","1340","(X)","(X)","0","207","0.0","1.9","8459","1261","92.4","4.6","699","440","7.6","4.6"
"0500000US42045","Delaware County, Pennsylvania","207499","2560","(X)","(X)","192335","3102","92.7","0.9","164158","3568","79.1","1.4","9066","1298","4.4","0.6","175508","3174","84.6","1.1","17987","2281","8.7","1.1","135813","3892","65.5","1.7","2045","574","1.0","0.3","4022","883","1.9","0.4","0","177","0.0","0.1","15164","1781","7.3","0.9","183354","3267","88.4","1.1","320","338","0.2","0.2","183034","3234","88.2","1.1","165150","3396","79.6","1.3","17394","1913","8.4","0.9","163496","3436","78.8","1.3","4888","1057","2.4","0.5","24145","2348","11.6","1.1","23624","2286","(X)","(X)","0","177","0.0","0.5","16321","2062","69.1","4.8","7303","1228","30.9","4.8","84393","3411","(X)","(X)","200","299","0.2","0.4","70261","3672","83.3","2.2","13932","1815","16.5","2.2","99482","3122","(X)","(X)","120","118","0.1","0.1","96452","3026","97.0","0.8","2910","821","2.9","0.8"
"0500000US42073","Lawrence County, Pennsylvania","37497","974","(X)","(X)","33138","1182","88.4","1.9","27459","1262","73.2","2.7","2264","551","6.0","1.5","28552","1332","76.1","2.6","3196","717","8.5","1.9","21504","1341","57.3","3.0","543","243","1.4","0.7","304","238","0.8","0.6","0","177","0.0","0.3","4359","717","11.6","1.9","31311","1274","83.5","2.4","144","91","0.4","0.2","31167","1274","83.1","2.4","25670","1286","68.5","2.9","4848","918","12.9","2.4","24859","1344","66.3","3.1","1382","456","3.7","1.2","6186","896","16.5","2.4","7829","1073","(X)","(X)","72","76","0.9","1.0","5071","965","64.8","8.2","2686","727","34.3","8.3","18490","1297","(X)","(X)","72","72","0.4","0.4","15717","1250","85.0","3.2","2701","638","14.6","3.3","11178","1169","(X)","(X)","0","177","0.0","1.2","10379","1139","92.9","2.9","799","337","7.1","2.9"
"0500000US47157","Shelby County, Tennessee","352648","3767","(X)","(X)","299329","4637","84.9","1.1","229191","5533","65.0","1.5","10949","1635","3.1","0.5","279934","5167","79.4","1.3","47028","4459","13.3","1.2","193729","5462","54.9","1.5","3720","865","1.1","0.2","7430","1653","2.1","0.5","69","114","0.0","0.1","53319","3941","15.1","1.1","269801","5090","76.5","1.4","1194","630","0.3","0.2","268607","5047","76.2","1.3","246912","5129","70.0","1.4","46158","3901","13.1","1.1","208424","5530","59.1","1.6","29040","2908","8.2","0.8","82847","5024","23.5","1.4","80936","4715","(X)","(X)","228","233","0.3","0.3","40853","3784","50.5","3.4","39855","3547","49.2","3.4","160259","4557","(X)","(X)","966","608","0.6","0.4","124715","5246","77.8","2.1","34578","3259","21.6","2.0","111453","4647","(X)","(X)","0","211","0.0","0.2","103039","4774","92.5","1.5","8414","1622","7.5","1.5"
"0500000US04003","Cochise County, Arizona","49751","1727","(X)","(X)","44638","1930","89.7","2.4","39402","2044","79.2","3.1","2766","733","5.6","1.5","39741","1839","79.9","2.6","3251","902","6.5","1.8","28502","2090","57.3","3.9","646","331","1.3","0.7","786","394","1.6","0.8","16","31","0.0","0.1","5113","1191","10.3","2.4","41616","2085","83.6","3.0","340","393","0.7","0.8","41276","2088","83.0","3.0","37157","1875","74.7","2.9","3399","802","6.8","1.6","33607","1922","67.6","3.0","6386","995","12.8","2.0","8135","1491","16.4","3.0","9998","1496","(X)","(X)","32","58","0.3","0.6","5926","1122","59.3","8.7","4040","1163","40.4","8.8","24268","1958","(X)","(X)","280","386","1.2","1.6","20265","1924","83.5","4.4","3723","1023","15.3","4.0","15485","1535","(X)","(X)","28","46","0.2","0.3","15085","1517","97.4","1.8","372","269","2.4","1.7"
"0500000US04005","Coconino County, Arizona","47275","2211","(X)","(X)","44044","2198","93.2","1.9","37624","2245","79.6","3.0","2278","776","4.8","1.6","41047","2252","86.8","2.4","4294","1073","9.1","2.3","28621","2261","60.5","3.6","49","48","0.1","0.1","859","377","1.8","0.8","0","211","0.0","0.4","3231","896","6.8","1.9","38404","2186","81.2","2.9","134","117","0.3","0.2","38270","2168","81.0","2.9","33167","2346","70.2","3.6","6027","1219","12.7","2.5","29092","1963","61.5","3.0","4038","880","8.5","1.9","8871","1442","18.8","2.9","7108","1122","(X)","(X)","54","83","0.8","1.2","4504","999","63.4","8.3","2550","668","35.9","8.3","21991","2009","(X)","(X)","12","24","0.1","0.1","16787","1957","76.3","5.2","5192","1208","23.6","5.2","18176","1906","(X)","(X)","68","80","0.4","0.4","16979","1783","93.4","2.3","1129","446","6.2","2.3"
"0500000US06023","Humboldt County, California","55773","1388","(X)","(X)","52300","1489","93.8","1.5","42756","2194","76.7","3.3","3454","844","6.2","1.6","45913","1941","82.3","2.5","3671","1227","6.6","2.2","32196","2136","57.7","3.8","1485","696","2.7","1.2","6252","1630","11.2","2.8","0","211","0.0","0.3","3473","847","6.2","1.5","48657","1717","87.2","2.4","85","119","0.2","0.2","48572","1704","87.1","2.4","41226","2097","73.9","3.1","7975","1531","14.3","2.7","37369","1809","67.0","3.0","4004","981","7.2","1.7","7116","1351","12.8","2.4","10894","1630","(X)","(X)","11","18","0.1","0.2","7880","1406","72.3","7.2","3003","911","27.6","7.2","28434","2152","(X)","(X)","69","116","0.2","0.4","25204","2133","88.6","3.0","3161","874","11.1","3.0","16445","1742","(X)","(X)","5","9","0.0","0.1","15488","1716","94.2","3.2","952","532","5.8","3.2"
"0500000US06039","Madera County, California","44484","1786","(X)","(X)","40738","1880","91.6","2.1","31689","2046","71.2","3.6","2165","752","4.9","1.7","37465","1951","84.2","2.5","5342","1279","12.0","2.8","26010","1828","58.5","3.8","368","271","0.8","0.6","1166","519","2.6","1.2","0","211","0.0","0.4","3746","940","8.4","2.1","38948","1976","87.6","2.5","73","85","0.2","0.2","38875","1988","87.4","2.5","35623","2051","80.1","2.9","8993","1703","20.2","3.7","27129","2086","61.0","3.9","3448","831","7.8","1.9","5536","1106","12.4","2.5","6793","1562","(X)","(X)","35","57","0.5","0.9","4722","1256","69.5","11.0","2036","914","30.0","10.9","22564","1722","(X)","(X)","0","211","0.0","0.8","19753","1611","87.5","3.1","2811","743","12.5","3.1","15127","1847","(X)","(X)","38","63","0.3","0.4","14400","1802","95.2","3.1","689","461","4.6","3.0"
"0500000US12097","Osceola County, Florida","102705","3890","(X)","(X)","97741","4135","95.2","1.4","82652","4212","80.5","2.9","2982","899","2.9","0.9","91843","4317","89.4","1.9","9456","2246","9.2","2.2","65128","4220","63.4","3.0","1002","501","1.0","0.5","3582","1164","3.5","1.1","33","57","0.0","0.1","4964","1393","4.8","1.4","88335","4220","86.0","2.3","44","75","0.0","0.1","88291","4224","86.0","2.3","77126","4264","75.1","2.5","13749","2403","13.4","2.3","71762","4270","69.9","3.0","5488","1295","5.3","1.3","14370","2429","14.0","2.3","15330","2503","(X)","(X)","0","229","0.0","1.4","10966","2238","71.5","8.3","4364","1424","28.5","8.3","55106","3551","(X)","(X)","44","75","0.1","0.1","46543","3214","84.5","3.4","8519","2031","15.5","3.4","32269","3259","(X)","(X)","0","229","0.0","0.7","30782","3264","95.4","2.9","1487","945","4.6","2.9"
"0500000US13059","Clarke County, Georgia","49698","1441","(X)","(X)","46141","1743","92.8","2.0","41883","1823","84.3","2.3","1836","656","3.7","1.3","43583","1987","87.7","2.5","2671","832","5.4","1.7","30628","1961","61.6","3.7","101","135","0.2","0.3","469","295","0.9","0.6","0","226","0.0","0.4","3557","971","7.2","2.0","43558","1853","87.6","2.6","47","83","0.1","0.2","43511","1865","87.6","2.6","39396","2134","79.3","3.1","4019","939","8.1","1.9","37728","1939","75.9","2.9","3954","1069","8.0","2.1","6140","1296","12.4","2.6","12231","1479","(X)","(X)","0","226","0.0","1.7","9837","1376","80.4","5.8","2394","770","19.6","5.8","23760","2301","(X)","(X)","47","83","0.2","0.3","20455","2257","86.1","4.7","3258","1168","13.7","4.7","13707","1670","(X)","(X)","0","226","0.0","1.5","13219","1591","96.4","2.1","488","306","3.6","2.1"
"0500000US13313","Whitfield County, Georgia","36658","1376","(X)","(X)","31640","1596","86.3","3.1","24093","1454","65.7","3.5","1691","776","4.6","2.1","29084","1793","79.3","4.2","5244","1276","14.3","3.5","17013","1670","46.4","4.4","373","299","1.0","0.8","3154","1064","8.6","2.9","0","226","0.0","0.6","5018","1176","13.7","3.1","30143","1716","82.2","3.5","0","226","0.0","0.6","30143","1716","82.2","3.5","20575","2193","56.1","5.7","7570","1727","20.7","4.4","21459","1668","58.5","4.5","1848","692","5.0","1.9","6515","1319","17.8","3.5","6139","1331","(X)","(X)","0","226","0.0","3.4","3063","935","49.9","13.7","3076","1218","50.1","13.7","20520","1996","(X)","(X)","0","226","0.0","1.0","17176","1894","83.7","5.2","3344","1145","16.3","5.2","9999","1604","(X)","(X)","0","226","0.0","2.1","9904","1579","99.0","1.2","95","126","1.0","1.2"
"0500000US16019","Bonneville County, Idaho","40224","1153","(X)","(X)","38175","1182","94.9","1.5","32633","1434","81.1","3.0","1384","578","3.4","1.5","35809","1401","89.0","2.0","2552","703","6.3","1.7","29152","1404","72.5","3.0","300","225","0.7","0.6","800","292","2.0","0.7","0","204","0.0","0.4","2049","632","5.1","1.5","36483","1203","90.7","1.6","112","109","0.3","0.3","36371","1205","90.4","1.6","33612","1460","83.6","2.7","4646","986","11.6","2.4","28843","1594","71.7","3.4","4118","932","10.2","2.3","3741","658","9.3","1.6","4777","1033","(X)","(X)","0","204","0.0","3.5","3366","828","70.5","8.9","1411","519","29.5","8.9","20335","1468","(X)","(X)","112","109","0.6","0.5","18311","1375","90.0","2.3","1912","487","9.4","2.2","15112","1194","(X)","(X)","0","204","0.0","1.1","14694","1249","97.2","1.6","418","238","2.8","1.6"
"0500000US22109","Terrebonne Parish, Louisiana","37911","1698","(X)","(X)","33356","1823","88.0","2.9","25686","2180","67.8","4.7","1357","576","3.6","1.5","30165","1830","79.6","3.4","3809","1130","10.0","3.0","23925","2086","63.1","4.3","419","382","1.1","1.0","519","380","1.4","1.0","0","217","0.0","0.5","4555","1118","12.0","2.9","31752","2109","83.8","3.8","79","146","0.2","0.4","31673","2129","83.5","3.9","25496","2214","67.3","4.9","4162","1128","11.0","2.8","26011","1993","68.6","4.5","3533","1161","9.3","3.0","6159","1460","16.2","3.8","6676","1504","(X)","(X)","0","217","0.0","2.9","4299","1027","64.4","12.3","2377","1115","35.6","12.3","18349","1805","(X)","(X)","79","146","0.4","0.8","15068","1710","82.1","5.5","3202","1067","17.5","5.4","12886","1607","(X)","(X)","0","217","0.0","1.5","12306","1625","95.5","2.5","580","321","4.5","2.5"
"0500000US24015","Cecil County, Maryland","36620","1435","(X)","(X)","32638","1701","89.1","2.7","28594","1773","78.1","3.6","2214","675","6.0","1.8","29273","1619","79.9","2.7","2494","960","6.8","2.6","22623","1774","61.8","4.1","107","114","0.3","0.3","385","246","1.1","0.7","0","206","0.0","0.5","3982","990","10.9","2.7","30610","1861","83.6","3.5","54","81","0.1","0.2","30556","1858","83.4","3.5","25039","2159","68.4","4.8","3999","1013","10.9","2.7","24863","1865","67.9","3.9","1880","593","5.1","1.6","6010","1271","16.4","3.5","3747","1036","(X)","(X)","0","206","0.0","4.6","1964","722","52.4","15.8","1783","807","47.6","15.8","14711","1663","(X)","(X)","54","81","0.4","0.5","11794","1445","80.2","6.2","2863","1026","19.5","6.2","18162","1628","(X)","(X)","0","206","0.0","1.0","16798","1601","92.5","3.9","1364","727","7.5","3.9"
"0500000US24037","St. Mary's County, Maryland","41239","1509","(X)","(X)","37989","1619","92.1","2.1","34400","1694","83.4","2.9","2622","875","6.4","2.1","33653","1674","81.6","2.9","1780","712","4.3","1.7","28154","1961","68.3","4.1","626","361","1.5","0.9","1515","766","3.7","1.8","0","206","0.0","0.4","3250","891","7.9","2.1","35989","1753","87.3","2.8","107","140","0.3","0.3","35882","1801","87.0","2.9","30768","1979","74.6","3.8","3097","839","7.5","2.0","30788","1714","74.7","3.1","3865","1097","9.4","2.6","5250","1152","12.7","2.8","4164","1129","(X)","(X)","0","206","0.0","4.1","3025","940","72.6","13.1","1139","664","27.4","13.1","12502","1572","(X)","(X)","78","134","0.6","1.1","9455","1557","75.6","7.8","2969","1015","23.7","7.6","24573","1668","(X)","(X)","29","47","0.1","0.2","23402","1671","95.2","2.4","1142","597","4.6","2.4"
"0500000US25001","Barnstable County, Massachusetts","86671","2983","(X)","(X)","82135","3058","94.8","1.3","73541","3003","84.9","2.0","6215","1089","7.2","1.3","71349","3152","82.3","1.9","2826","753","3.3","0.9","56930","2994","65.7","2.4","1725","568","2.0","0.6","1553","578","1.8","0.7","0","211","0.0","0.2","4536","1135","5.2","1.3","78018","2948","90.0","1.6","102","118","0.1","0.1","77916","2943","89.9","1.6","68295","3241","78.8","2.0","6416","1080","7.4","1.2","70550","2948","81.4","1.9","2466","735","2.8","0.8","8653","1440","10.0","1.6","9416","1318","(X)","(X)","51","82","0.5","0.9","6961","1227","73.9","6.7","2404","673","25.5","6.7","37130","2408","(X)","(X)","51","85","0.1","0.2","32288","2192","87.0","3.0","4791","1180","12.9","2.9","40125","2744","(X)","(X)","0","211","0.0","0.5","38667","2687","96.4","1.4","1458","573","3.6","1.4"
"0500000US25021","Norfolk County, Massachusetts","267880","2214","(X)","(X)","253430","2811","94.6","0.7","233202","3467","87.1","1.1","12579","1699","4.7","0.6","231780","3360","86.5","1.0","9049","1563","3.4","0.6","192881","4289","72.0","1.5","3933","1024","1.5","0.4","5736","1038","2.1","0.4","0","211","0.0","0.1","14450","1857","5.4","0.7","245353","3331","91.6","1.0","526","293","0.2","0.1","244827","3313","91.4","0.9","222835","3919","83.2","1.3","18419","2519","6.9","0.9","222890","4095","83.2","1.3","7013","1415","2.6","0.5","22527","2544","8.4","1.0","25484","2553","(X)","(X)","82","133","0.3","0.5","18243","2382","71.6","5.3","7159","1461","28.1","5.3","77321","4041","(X)","(X)","230","230","0.3","0.3","66321","3890","85.8","2.2","10770","1750","13.9","2.2","165075","4446","(X)","(X)","214","181","0.1","0.1","160263","4538","97.1","1.0","4598","1597","2.8","1.0"
"0500000US27163","Washington County, Minnesota","96387","1277","(X)","(X)","91176","1530","94.6","1.0","83684","2187","86.8","1.9","3129","750","3.2","0.8","85454","1768","88.7","1.4","3421","1196","3.5","1.2","70362","2111","73.0","1.9","583","293","0.6","0.3","2769","762","2.9","0.8","41","69","0.0","0.1","5211","986","5.4","1.0","89137","1794","92.5","1.3","356","236","0.4","0.2","88781","1778","92.1","1.3","81131","2138","84.2","1.9","8430","1382","8.7","1.4","77284","2124","80.2","1.9","5859","902","6.1","0.9","7250","1218","7.5","1.3","6060","1231","(X)","(X)","165","199","2.7","3.3","3769","912","62.2","9.2","2126","786","35.1","10.3","30508","2213","(X)","(X)","135","156","0.4","0.5","26548","2085","87.0","3.0","3825","990","12.5","3.0","59819","2374","(X)","(X)","56","90","0.1","0.1","58464","2373","97.7","0.7","1299","409","2.2","0.7"
"0500000US34033","Salem County, New Jersey","23952","1015","(X)","(X)","22042","1070","92.0","2.5","17896","1237","74.7","4.7","1004","391","4.2","1.6","20334","1022","84.9","2.5","2689","849","11.2","3.5","14230","1282","59.4","4.6","122","114","0.5","0.5","253","160","1.1","0.7","0","210","0.0","0.8","1910","623","8.0","2.5","20474","1128","85.5","3.4","29","50","0.1","0.2","20445","1119","85.4","3.4","17393","1148","72.6","4.1","2268","675","9.5","2.7","17510","1091","73.1","4.2","789","368","3.3","1.5","3478","855","14.5","3.4","3946","1061","(X)","(X)","0","210","0.0","4.5","2312","891","58.6","14.5","1634","660","41.4","14.5","9699","1136","(X)","(X)","29","50","0.3","0.5","8272","1128","85.3","4.9","1398","494","14.4","5.0","10307","1029","(X)","(X)","0","210","0.0","1.8","9861","1019","95.7","2.0","446","203","4.3","2.0"
